date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:19	33263/33263	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:19%20GMT	https://chiesitotalcare.com/filsuvez/healthcare-professionals/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/filsuvez/healthcare-professionals/index.html	(from https://chiesitotalcare.com/)
11:39:20	35695/35695	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222f9b1c3eb732da1:0%22	https://chiesitotalcare.com/assets/images/logo-chiesi-total-care-footer.svg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/logo-chiesi-total-care-footer.svg	(from https://chiesitotalcare.com/)
11:39:20	37943/37943	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:19%20GMT	https://chiesitotalcare.com/lamzede/healthcare-professionals/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/lamzede/healthcare-professionals/index.html	(from https://chiesitotalcare.com/)
11:39:20	40651/40651	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:20%20GMT	https://chiesitotalcare.com/mycapssa/healthcare-professionals/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/mycapssa/healthcare-professionals/index.html	(from https://chiesitotalcare.com/)
11:39:21	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/chiesi%20total%20care/code.jquery.com/jquery-3.6.0.min.js	(from https://chiesitotalcare.com/)
11:39:21	33357/33357	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:20%20GMT	https://chiesitotalcare.com/elfabrio/patients-caregivers/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/elfabrio/patients-caregivers/index.html	(from https://chiesitotalcare.com/)
11:39:21	42438/42438	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:20%20GMT	https://chiesitotalcare.com/ferriprox/patients-caregivers/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/ferriprox/patients-caregivers/index.html	(from https://chiesitotalcare.com/)
11:39:22	84378/84378	---M-Z	200	added ('OK')	application/javascript	etag:W/%221499a-rsVR5NVzRjCI/KfRT7ZE6zifGDk%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/chiesi%20total%20care/cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/js/bootstrap.bundle.min.js	(from https://chiesitotalcare.com/)
11:39:22	33169/33169	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:20%20GMT	https://chiesitotalcare.com/filsuvez/patients-caregivers/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/filsuvez/patients-caregivers/index.html	(from https://chiesitotalcare.com/)
11:39:22	34901/34901	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:21%20GMT	https://chiesitotalcare.com/revcovi/healthcare-professionals/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/revcovi/healthcare-professionals/index.html	(from https://chiesitotalcare.com/)
11:39:23	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4f71%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.3/umd/popper.min.js	C:/My%20Web%20Sites/chiesi%20total%20care/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.3/umd/popper.min.js	(from https://chiesitotalcare.com/)
11:39:23	30921/30921	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:22%20GMT	https://chiesitotalcare.com/revcovi/patients-caregivers/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/revcovi/patients-caregivers/index.html	(from https://chiesitotalcare.com/)
11:39:23	34985/34985	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:22%20GMT	https://chiesitotalcare.com/mycapssa/patients-caregivers/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/mycapssa/patients-caregivers/index.html	(from https://chiesitotalcare.com/)
11:39:23	31978/31978	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:22%20GMT	https://chiesitotalcare.com/lamzede/patients-caregivers/	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/lamzede/patients-caregivers/index.html	(from https://chiesitotalcare.com/)
11:39:24	58168/58168	---M-Z	200	added ('OK')	application/javascript	etag:%225f6ed75d-e338%22	https://cdnjs.cloudflare.com/ajax/libs/simplebar/5.3.0/simplebar.min.js	C:/My%20Web%20Sites/chiesi%20total%20care/cdnjs.cloudflare.com/ajax/libs/simplebar/5.3.0/simplebar.min.js	(from https://chiesitotalcare.com/)
11:39:24	19259/19259	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e77dc155103eda1:0%22	https://chiesitotalcare.com/assets/js/master-custom-scripts.min.js?v=638398610798370000	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/js/master-custom-scripts.min065f.js	(from https://chiesitotalcare.com/)
11:39:25	2530/2530	---MCZ	200	added ('OK')	application/javascript	etag:W/%22109671454484d91:0%22	https://chiesitotalcare.com/assets/js/sitescripts.min.js?v=638188938468830000	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/js/sitescripts.mindd16.js	(from https://chiesitotalcare.com/)
11:39:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Jun%202024%2006:09:25%20GMT	https://acsbap.com/apps/app/assets/js/acsb.js	C:/My%20Web%20Sites/chiesi%20total%20care/acsbap.com/apps/app/assets/js/acsb.12.delayed	(from https://chiesitotalcare.com/)
11:39:26	309626/309626	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256bd58730f9e878750c6806cefc99b1f%22	https://acsbapp.com/apps/app/assets/js/acsb.js	C:/My%20Web%20Sites/chiesi%20total%20care/acsbapp.com/apps/app/assets/js/acsb.js	(from https://chiesitotalcare.com/)
11:39:26	6770/6770	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:26%20GMT	https://chiesitotalcare.com/images/starterkit/testimage2.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/images/starterkit/testimage2.html	(from https://chiesitotalcare.com/assets/css/style.min.css?v=638343733722530000)
11:39:27	6770/6770	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jun%202024%2006:09:26%20GMT	https://chiesitotalcare.com/images/starterkit/arrow-white.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/images/starterkit/arrow-white.html	(from https://chiesitotalcare.com/assets/css/style.min.css?v=638343733722530000)
11:39:28	61955/61955	---MCZ	200	added ('OK')	text/css	etag:W/%22ab679e78091da1:0%22	https://chiesitotalcare.com/assets/css/sitestyles.css?v=638451533121300000	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/css/sitestyles67d9.css	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:28	248644/248644	---M--	200	added ('OK')	application/x-font-woff	etag:%2249f3e9e1be50d71:0%22	https://chiesitotalcare.com/assets/fonts/JustLovely.woff	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/fonts/JustLovely.woff	(from https://chiesitotalcare.com/assets/css/sitestyles.min.css?v=638345523706500000)
11:39:29	32286/32286	---M--	200	added ('OK')	image/png	etag:%22893c8d894384d91:0%22	https://chiesitotalcare.com/assets/images/logo-elfabrio.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/logo-elfabrio.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:29	1708/1708	---M--	200	added ('OK')	image/png	etag:%22801efcf4b632da1:0%22	https://chiesitotalcare.com/assets/images/commercial_insurance.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/commercial_insurance.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:30	1106/1106	---M--	200	added ('OK')	image/png	etag:%2264819224b732da1:0%22	https://chiesitotalcare.com/assets/images/government_insurance.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/government_insurance.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:30	1045/1045	---M--	200	added ('OK')	image/png	etag:%22d8c19157b732da1:0%22	https://chiesitotalcare.com/assets/images/no_insurance.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/no_insurance.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:31	1286/1286	---M--	200	added ('OK')	image/png	etag:%22ebdbacf9b632da1:0%22	https://chiesitotalcare.com/assets/images/ctc_team.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/ctc_team.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:31	1422/1422	---M--	200	added ('OK')	image/png	etag:%224c7cd82fb732da1:0%22	https://chiesitotalcare.com/assets/images/infusion_assistance.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/infusion_assistance.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:32	1089/1089	---M--	200	added ('OK')	image/png	etag:%22ba7e861b732da1:0%22	https://chiesitotalcare.com/assets/images/routine-testing.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/routine-testing.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:33	72947/72947	---M--	200	added ('OK')	image/jpeg	etag:%22119783feb632da1:0%22	https://chiesitotalcare.com/assets/images/elfabrio-starter-kit.jpg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/elfabrio-starter-kit.jpg	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:33	295921/295921	---M--	200	added ('OK')	image/jpeg	etag:%22f27076d4384d91:0%22	https://chiesitotalcare.com/assets/images/background-elfabrio-hcp-copay.jpg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-elfabrio-hcp-copay.jpg	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:33	373875/373875	---M--	200	added ('OK')	image/jpeg	etag:%22d5289c6c4384d91:0%22	https://chiesitotalcare.com/assets/images/background-elfabrio-hcp-contact.jpg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-elfabrio-hcp-contact.jpg	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:34	775/775	---M--	200	added ('OK')	image/png	etag:%222bce645cb732da1:0%22	https://chiesitotalcare.com/assets/images/phone.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/phone.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:35	716/716	---M--	200	added ('OK')	image/png	etag:%2276ab13b732da1:0%22	https://chiesitotalcare.com/assets/images/fax.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/fax.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:35	878/878	---M--	200	added ('OK')	image/png	etag:%2267c86428b732da1:0%22	https://chiesitotalcare.com/assets/images/hours.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/hours.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:35	844/844	---M--	200	added ('OK')	image/png	etag:%22c28b8b34b732da1:0%22	https://chiesitotalcare.com/assets/images/location.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/location.png	(from https://chiesitotalcare.com/elfabrio/healthcare-professionals/)
11:39:36	3869/3869	---M--	200	added ('OK')	image/png	etag:%22764ded7be50d71:0%22	https://chiesitotalcare.com/assets/images/logo-ferriprox-twice-a-day.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/logo-ferriprox-twice-a-day.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:37	7269/7269	---M--	200	added ('OK')	image/png	etag:%22a6b343d7be50d71:0%22	https://chiesitotalcare.com/assets/images/logo-ferriprox.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/logo-ferriprox.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:37	453564/453564	---M--	200	added ('OK')	image/png	etag:%226aee25d3be50d71:0%22	https://chiesitotalcare.com/assets/images/background-home-lesa.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-home-lesa.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:37	13650/13650	---M--	200	added ('OK')	image/png	etag:%22c250ce4e1c28da1:0%22	https://chiesitotalcare.com/assets/images/icon_commercial@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_commercial@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:37	8428/8428	---M--	200	added ('OK')	image/png	etag:%2280c146a5728da1:0%22	https://chiesitotalcare.com/assets/images/icon_government@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_government@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:38	7191/7191	---M--	200	added ('OK')	image/png	etag:%2239d11af728da1:0%22	https://chiesitotalcare.com/assets/images/icon_no-insurance@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_no-insurance@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:38	10016/10016	---M--	200	added ('OK')	image/png	etag:%2251a0367728da1:0%22	https://chiesitotalcare.com/assets/images/icon_total-care@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_total-care@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:39	6851/6851	---M--	200	added ('OK')	image/png	etag:%226670257d8a31da1:0%22	https://chiesitotalcare.com/assets/images/icon_bottle@2x_desk.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_bottle@2x_desk.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:39	207742/207742	---M--	200	added ('OK')	image/png	etag:%2270c4f4d1be50d71:0%22	https://chiesitotalcare.com/assets/images/background-ferriprox-copay-mobile.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-ferriprox-copay-mobile.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:40	367951/367951	---M--	200	added ('OK')	image/png	etag:%221ee1b5d2be50d71:0%22	https://chiesitotalcare.com/assets/images/background-ferriprox-copay.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-ferriprox-copay.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:40	117022/117022	---M--	200	added ('OK')	image/png	etag:%224e80d7daaa60d91:0%22	https://chiesitotalcare.com/assets/images/ferriprox_kit.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/ferriprox_kit.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:40	406634/406634	---M--	200	added ('OK')	image/png	etag:%22822d1d1be50d71:0%22	https://chiesitotalcare.com/assets/images/background-ferriprox-contact.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-ferriprox-contact.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:41	7392/7392	---M--	200	added ('OK')	image/png	etag:%22865b1f42c72cda1:0%22	https://chiesitotalcare.com/assets/images/icon_phone@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_phone@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:41	6460/6460	---M--	200	added ('OK')	image/png	etag:%224d6a877c82cda1:0%22	https://chiesitotalcare.com/assets/images/icon_fax@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_fax@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:42	8239/8239	---M--	200	added ('OK')	image/png	etag:%22a033762ec72cda1:0%22	https://chiesitotalcare.com/assets/images/icon_clock@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_clock@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:42	7650/7650	---M--	200	added ('OK')	image/png	etag:%22c0915339c72cda1:0%22	https://chiesitotalcare.com/assets/images/icon_geotag@2x_desktop.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_geotag@2x_desktop.png	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:43	19505/19505	---MCZ	200	added ('OK')	application/javascript	etag:W/%223a86472a103eda1:0%22	https://chiesitotalcare.com/assets/js/master-custom-scripts.js?v=638398610087070000	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/js/master-custom-scriptse441.js	(from https://chiesitotalcare.com/ferriprox/healthcare-professionals/)
11:39:44	439801/439801	---M--	200	added ('OK')	image/png	etag:%22e336cdd04b53da1:0%22	https://chiesitotalcare.com/assets/images/apopharma4783-final_white-highlight@2x.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/apopharma4783-final_white-highlight@2x.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:44	22918/22918	---M--	200	added ('OK')	image/png	etag:%22473f74c8435fda1:0%22	https://chiesitotalcare.com/assets/images/filsuvez_topicalgel_logo_final_color@2x_mobile.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/filsuvez_topicalgel_logo_final_color@2x_mobile.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:44	5955/5955	---M--	200	added ('OK')	image/png	etag:%223796e9f8435fda1:0%22	https://chiesitotalcare.com/assets/images/icon_tube_1920.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/icon_tube_1920.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:45	58955/58955	---M--	200	added ('OK')	image/png	etag:%22fe6eb9419e6bda1:0%22	https://chiesitotalcare.com/assets/images/access-guide_1920.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/access-guide_1920.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:45	555612/555612	---M--	200	added ('OK')	image/png	etag:%22cb34f9a2435fda1:0%22	https://chiesitotalcare.com/assets/images/pink_hero_bf@2x_mobile.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/pink_hero_bf@2x_mobile.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:46	285054/285054	---M--	200	added ('OK')	image/png	etag:%226a2fd5af435fda1:0%22	https://chiesitotalcare.com/assets/images/starter-kit-mockup@2x_1920.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/starter-kit-mockup@2x_1920.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:46	1108418/1108418	---M--	200	added ('OK')	image/png	etag:%22ba23e02f6eda1:0%22	https://chiesitotalcare.com/assets/images/deepbluesky_cva_cvr_@2x_1920.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/deepbluesky_cva_cvr_@2x_1920.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:47	302900/302900	---M--	200	added ('OK')	image/png	etag:%2287c26e55fa63da1:0%22	https://chiesitotalcare.com/assets/images/pink_hero_mobile_v2.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/pink_hero_mobile_v2.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:47	199017/199017	---M--	200	added ('OK')	image/png	etag:%22677dc59ffd63da1:0%22	https://chiesitotalcare.com/assets/images/pink_hero_bf_tab.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/pink_hero_bf_tab.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:47	533336/533336	---M--	200	added ('OK')	image/png	etag:%227ed42bb435fda1:0%22	https://chiesitotalcare.com/assets/images/pink_hero_bf_1920.png	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/pink_hero_bf_1920.png	(from https://chiesitotalcare.com/filsuvez/healthcare-professionals/)
11:39:48	13205/13205	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f9735bed047d91:0%22	https://chiesitotalcare.com/assets/images/logo-lamzede.svg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/logo-lamzede.svg	(from https://chiesitotalcare.com/lamzede/healthcare-professionals/)
11:39:49	343155/343155	---M--	200	added ('OK')	image/jpeg	etag:%22389312efc46d91:0%22	https://chiesitotalcare.com/assets/images/background-lamzede-copay.jpg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-lamzede-copay.jpg	(from https://chiesitotalcare.com/lamzede/healthcare-professionals/)
11:39:49	56523/56523	---M--	200	added ('OK')	image/jpeg	etag:%22d23deb18fc46d91:0%22	https://chiesitotalcare.com/assets/images/background-lamzede-contact-mobile.jpg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-lamzede-contact-mobile.jpg	(from https://chiesitotalcare.com/lamzede/healthcare-professionals/)
11:39:49	133512/133512	---M--	200	added ('OK')	image/jpeg	etag:%229db4b817fc46d91:0%22	https://chiesitotalcare.com/assets/images/background-lamzede-contact.jpg	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/images/background-lamzede-contact.jpg	(from https://chiesitotalcare.com/lamzede/healthcare-professionals/)
11:39:50	61955/61955	---MCZ	200	added ('OK')	text/css	etag:W/%22ab679e78091da1:0%22	https://chiesitotalcare.com/assets/css/sitestyles.css?v=638490349952570000	C:/My%20Web%20Sites/chiesi%20total%20care/chiesitotalcare.com/assets/css/sitestyles3e6a.css	(from https://chiesitotalcare.com/mycapssa/healthcare-professionals/)
